Timestamp,Normal_Mins,Live_Mins,Delay_Mins,Avg_Speed_kmh,Status,Weather
2026-04-02 12:51:56,4,4,0,22.5,Smooth,"29.9°C, Rainy"
2026-04-02 14:15:42,4,4,0,22.5,Smooth,"29.6°C, Clear"
2026-04-02 15:32:09,4,4,0,22.5,Smooth,"28.7°C, Clear"
2026-04-02 16:34:15,4,4,0,22.5,Smooth,"27.3°C, Clear"
2026-04-02 17:30:52,4,4,0,22.5,Smooth,"26.4°C, Clear"
2026-04-02 18:33:13,4,4,0,22.5,Smooth,"26.0°C, Clear"
2026-04-02 19:34:14,4,4,0,22.5,Smooth,"25.7°C, Clear"
2026-04-02 20:06:34,4,4,0,22.5,Smooth,"25.6°C, Clear"
2026-04-02 20:51:54,4,4,0,22.5,Smooth,"25.4°C, Clear"
2026-04-02 21:26:51,4,4,0,22.5,Smooth,"25.3°C, Clear"
2026-04-02 21:58:54,4,4,0,22.5,Smooth,"25.2°C, Clear"
2026-04-02 22:30:50,4,4,0,22.5,Smooth,"25.3°C, Clear"
2026-04-02 23:04:08,4,4,0,22.5,Smooth,"25.3°C, Clear"
2026-04-02 23:49:31,4,4,0,22.5,Smooth,"25.2°C, Clear"
2026-04-03 01:17:04,4,4,0,22.5,Smooth,"24.9°C, Clear"
2026-04-03 04:04:45,4,4,0,22.5,Smooth,"24.8°C, Clear"
2026-04-03 05:48:00,4,4,0,22.5,Smooth,"27.3°C, Clear"
2026-04-03 06:56:18,4,4,0,22.5,Smooth,"28.6°C, Clear"
